fid,name,status,permalink,description,excerpt,author,date,address,address2,city,state,zip,country,country_iso,latitude,longitude,hours,phone,fax,email,url,image,category
9192,St. Andrew's Lutheran Church,publish,st-andrews-lutheran-church,"Every other Friday. Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,"St Andrew's Lutheran Church, 6 Ivy Hill Rd",,Ridgefield,CT,6877,USA,US,41.275665,-73.488361,"10/28/22 9:45 AM - 10:45 AM<br>
11/11/22 9:45 AM - 10:45 AM<br>
12/9/22 9:45 AM - 10:45 AM<br>
12/23/22 9:45 AM - 10:45 AM<br>
1/6/23 9:45 AM - 10:45 AM<br>
1/20/23 9:45 AM - 10:45 AM<br>
2/3/23 9:45 AM - 10:45 AM<br>
2/17/23 9:45 AM - 10:45 AM<br>
3/3/23 9:45 AM - 10:45 AM<br>
3/17/23 9:45 AM - 10:45 AM<br>
3/31/23 9:45 AM - 10:45 AM<br>
4/14/23 9:45 AM - 10:45 AM<br>
4/28/23 9:45 AM - 10:45 AM<br>
5/12/23 9:45 AM - 10:45 AM<br>
5/26/23 9:45 AM - 10:45 AM<br>
6/9/23 9:45 AM - 10:45 AM<br>
6/23/23 9:45 AM - 10:45 AM<br>
7/7/23 9:45 AM - 10:45 AM<br>
7/21/23 9:45 AM - 10:45 AM<br>
8/4/23 9:45 AM - 10:45 AM<br>
8/18/23 9:45 AM - 10:45 AM<br>
9/1/23 9:45 AM - 10:45 AM<br>
9/15/23 9:45 AM - 10:45 AM<br>
9/29/23 9:45 AM - 10:45 AM<br>
10/13/23 9:45 AM - 10:45 AM<br>
10/27/23 9:45 AM - 10:45 AM<br>
11/10/23 9:45 AM - 10:45 AM<br>
11/24/23 9:45 AM - 10:45 AM<br>
12/8/23 9:45 AM - 10:45 AM<br>
12/22/23 9:45 AM - 10:45 AM<br>",,,,,0,
9193,St. Augustine Church: Webster Theater,publish,st-augustine-church-webster-theater,"<table>
<colgroup>
<col> </colgroup>
<tbody>
<tr>
<td>Every  other Friday. Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.</td>
</tr>
</tbody>
</table>",,1,11/18/2022 18:08,31 Webster St,,Hartford,CT,6114,USA,US,41.74439,-72.683217,"10/7/22 1:15 PM - 2:00 PM<br>
10/21/22 1:15 PM - 2:00 PM<br>
11/4/22 1:15 PM - 2:00 PM<br>
11/18/22 1:15 PM - 2:00 PM<br>
12/2/22 1:15 PM - 2:00 PM<br>
12/16/22 1:15 PM - 2:00 PM<br>
12/30/22 1:15 PM - 2:00 PM<br>
1/13/23 1:15 PM - 2:00 PM<br>
1/27/23 1:15 PM - 2:00 PM<br>
2/10/23 1:15 PM - 2:00 PM<br>
2/24/23 1:15 PM - 2:00 PM<br>
3/10/23 1:15 PM - 2:00 PM<br>
3/24/23 1:15 PM - 2:00 PM<br>
4/7/23 1:15 PM - 2:00 PM<br>
4/21/23 1:15 PM - 2:00 PM<br>
5/5/23 1:15 PM - 2:00 PM<br>
5/19/23 1:15 PM - 2:00 PM<br>
6/2/23 1:15 PM - 2:00 PM<br>
6/16/23 1:15 PM - 2:00 PM<br>
6/30/23 1:15 PM - 2:00 PM<br>
7/14/23 1:15 PM - 2:00 PM<br>
7/28/23 1:15 PM - 2:00 PM<br>
8/25/23 1:15 PM - 2:00 PM<br>
9/8/23 1:15 PM - 2:00 PM<br>
9/22/23 1:15 PM - 2:00 PM<br>
10/6/23 1:15 PM - 2:00 PM<br>
10/20/23 1:15 PM - 2:00 PM<br>
11/3/23 1:15 PM - 2:00 PM<br>
11/17/23 1:15 PM - 2:00 PM<br>
12/1/23 1:15 PM - 2:00 PM<br>
12/15/23 1:15 PM - 2:00 PM<br>
12/29/23 1:15 PM - 2:00 PM<br>",,,,,0,
9194,St. Catherine Church,publish,st-catherine-church,"Every other Friday.
Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,6 Windsorville Rd,,Broad Brook,CT,6016,USA,US,41.911535,-72.545138,"10/14/22 1:00 PM - 1:30 PM<br>
10/28/22 1:00 PM - 1:30 PM<br>
11/11/22 1:00 PM - 1:30 PM<br>
12/9/22 1:00 PM - 1:30 PM<br>
12/23/22 1:00 PM - 1:30 PM<br>
1/6/23 1:00 PM - 1:30 PM<br>
1/20/23 1:00 PM - 1:30 PM<br>
2/3/23 1:00 PM - 1:30 PM<br>
2/17/23 1:00 PM - 1:30 PM<br>
3/3/23 1:00 PM - 1:30 PM<br>
3/17/23 1:00 PM - 1:30 PM<br>
3/31/23 1:00 PM - 1:30 PM<br>
4/14/23 1:00 PM - 1:30 PM<br>
4/28/23 1:00 PM - 1:30 PM<br>
5/12/23 1:00 PM - 1:30 PM<br>
5/26/23 1:00 PM - 1:30 PM<br>
6/9/23 1:00 PM - 1:30 PM<br>
6/23/23 1:00 PM - 1:30 PM<br>
7/7/23 1:00 PM - 1:30 PM<br>
7/21/23 1:00 PM - 1:30 PM<br>
8/4/23 1:00 PM - 1:30 PM<br>
8/18/23 1:00 PM - 1:30 PM<br>
9/1/23 1:00 PM - 1:30 PM<br>
9/15/23 1:00 PM - 1:30 PM<br>
9/29/23 1:00 PM - 1:30 PM<br>
10/13/23 1:00 PM - 1:30 PM<br>
10/27/23 1:00 PM - 1:30 PM<br>
11/10/23 1:00 PM - 1:30 PM<br>
11/24/23 1:00 PM - 1:30 PM<br>
12/8/23 1:00 PM - 1:30 PM<br>
12/22/23 1:00 PM - 1:30 PM<br>",,,,,0,
9195,St. George Episcopal Church,publish,st-george-episcopal-church,"Every other Tuesday. Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,"1150 Boston Turnpike, Route 44",,Bolton,CT,6043,USA,US,41.797687,-72.423734,"10/11/22 10:00 AM - 10:30 AM<br>
10/25/22 10:00 AM - 10:30 AM<br>
11/8/22 10:00 AM - 10:30 AM<br>
11/22/22 10:00 AM - 10:30 AM<br>
12/6/22 10:00 AM - 10:30 AM<br>
12/20/22 10:00 AM - 10:30 AM<br>
1/3/23 10:00 AM - 10:30 AM<br>
1/17/23 10:00 AM - 10:30 AM<br>
1/31/23 10:00 AM - 10:30 AM<br>
2/14/23 10:00 AM - 10:30 AM<br>
2/28/23 10:00 AM - 10:30 AM<br>
3/14/23 10:00 AM - 10:30 AM<br>
3/28/23 10:00 AM - 10:30 AM<br>
4/11/23 10:00 AM - 10:30 AM<br>
4/25/23 10:00 AM - 10:30 AM<br>
5/9/23 10:00 AM - 10:30 AM<br>
5/23/23 10:00 AM - 10:30 AM<br>
6/6/23 10:00 AM - 10:30 AM<br>
6/20/23 10:00 AM - 10:30 AM<br>
7/4/23 10:00 AM - 10:30 AM<br>
7/18/23 10:00 AM - 10:30 AM<br>
8/1/23 10:00 AM - 10:30 AM<br>
8/15/23 10:00 AM - 10:30 AM<br>
8/29/23 10:00 AM - 10:30 AM<br>
9/12/23 10:00 AM - 10:30 AM<br>
9/26/23 10:00 AM - 10:30 AM<br>
10/10/23 10:00 AM - 10:30 AM<br>
10/24/23 10:00 AM - 10:30 AM<br>
11/7/23 10:00 AM - 10:30 AM<br>
11/21/23 10:00 AM - 10:30 AM<br>
12/5/23 10:00 AM - 10:30 AM<br>
12/19/23 10:00 AM - 10:30 AM<br>",,,,,0,
9196,St. Isaac Jogues Church - Mayberry Village,publish,st-isaac-jogues-church-mayberry-village,"Every other Monday.&nbsp;Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.&nbsp;

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,7 Highview St,,East Hartford,CT,6108,USA,US,41.778275,-72.589861,"10/3/22 12:30 PM - 1:30 PM<br>
10/17/22 12:30 PM - 1:30 PM<br>
10/31/22 12:30 PM - 1:30 PM<br>
11/14/22 12:30 PM - 1:30 PM<br>
11/28/22 12:30 PM - 1:30 PM<br>
12/12/22 12:30 PM - 1:30 PM<br>
1/9/23 12:30 PM - 1:30 PM<br>
1/23/23 12:30 PM - 1:30 PM<br>
2/6/23 12:30 PM - 1:30 PM<br>
2/20/23 12:30 PM - 1:30 PM<br>
3/6/23 12:30 PM - 1:30 PM<br>
3/20/23 12:30 PM - 1:30 PM<br>
4/3/23 12:30 PM - 1:30 PM<br>
4/17/23 12:30 PM - 1:30 PM<br>
5/1/23 12:30 PM - 1:30 PM<br>
5/15/23 12:30 PM - 1:30 PM<br>
5/29/23 12:30 PM - 1:30 PM<br>
6/12/23 12:30 PM - 1:30 PM<br>
6/26/23 12:30 PM - 1:30 PM<br>
7/10/23 12:30 PM - 1:30 PM<br>
7/24/23 12:30 PM - 1:30 PM<br>
8/7/23 12:30 PM - 1:30 PM<br>
8/21/23 12:30 PM - 1:30 PM<br>
9/4/23 12:30 PM - 1:30 PM<br>
9/18/23 12:30 PM - 1:30 PM<br>
10/2/23 12:30 PM - 1:30 PM<br>
10/16/23 12:30 PM - 1:30 PM<br>
10/30/23 12:30 PM - 1:30 PM<br>
11/13/23 12:30 PM - 1:30 PM<br>
11/27/23 12:30 PM - 1:30 PM<br>
12/11/23 12:30 PM - 1:30 PM<br>
12/25/23 12:30 PM - 1:30 PM<br>",,,,,0,
9197,St. Johns  Christian Church,publish,st-johns-christian-church,"Parking lot.
Run by Gemma Moran.

These are all drive through mobile food pantries.
Participants do not need to provide any identification / information.
Any questions can be directed to Jill Rusk at 860-464-3327.",,1,11/18/2022 18:08,346 Shennecossett Rd,,Groton,CT,6340,USA,US,41.334341,-72.065843,"11/21/22 12:30 PM - 2:00 PM<br>
10/28/22 12:30 PM - 2:00 PM<br>",,,,,0,
9198,St. Mary Church NEW,publish,st-mary-church-new,"Every other Tuesday.

Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/""><u>https://www.211.org</u></a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,212 Elizabeth St,,Derby,CT,6418,USA,US,41.324542,-73.09029,"10/11/22 2:15 PM - 3:00 PM<br>
10/25/22 2:15 PM - 3:00 PM<br>
11/8/22 2:15 PM - 3:00 PM<br>
11/22/22 2:15 PM - 3:00 PM<br>
12/6/22 2:15 PM - 3:00 PM<br>
12/20/22 2:15 PM - 3:00 PM<br>
1/3/23 2:15 PM - 3:00 PM<br>
1/17/23 2:15 PM - 3:00 PM<br>
1/31/23 2:15 PM - 3:00 PM<br>
2/14/23 2:15 PM - 3:00 PM<br>
2/28/23 2:15 PM - 3:00 PM<br>
3/14/23 2:15 PM - 3:00 PM<br>
3/28/23 2:15 PM - 3:00 PM<br>
4/11/23 2:15 PM - 3:00 PM<br>
4/25/23 2:15 PM - 3:00 PM<br>
5/9/23 2:15 PM - 3:00 PM<br>
5/23/23 2:15 PM - 3:00 PM<br>
6/6/23 2:15 PM - 3:00 PM<br>
6/20/23 2:15 PM - 3:00 PM<br>
7/4/23 2:15 PM - 3:00 PM<br>
7/18/23 2:15 PM - 3:00 PM<br>
8/1/23 2:15 PM - 3:00 PM<br>
8/15/23 2:15 PM - 3:00 PM<br>
8/29/23 2:15 PM - 3:00 PM<br>
9/12/23 2:15 PM - 3:00 PM<br>
9/26/23 2:15 PM - 3:00 PM<br>
10/10/23 2:15 PM - 3:00 PM<br>
10/24/23 2:15 PM - 3:00 PM<br>
11/7/23 2:15 PM - 3:00 PM<br>
11/21/23 2:15 PM - 3:00 PM<br>
12/5/23 2:15 PM - 3:00 PM<br>
12/19/23 2:15 PM - 3:00 PM<br>",,,,,0,
9199,South Side,publish,south-side,"Every other Tuesday.
Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit <a href=""https://www.211.org"">https://www.211.org</a> or call 2-2-2 for more food resource information.",,1,11/18/2022 18:08,8 S Side Terrace,,Wallingford,CT,6492,USA,US,41.441762,-72.820843,"10/25/22 8:30 AM - 9:15 AM<br>
11/8/22 8:30 AM - 9:15 AM<br>
11/22/22 8:30 AM - 9:15 AM<br>
12/6/22 8:30 AM - 9:15 AM<br>
12/20/22 8:30 AM - 9:15 AM<br>
1/3/23 8:30 AM - 9:15 AM<br>
1/17/23 8:30 AM - 9:15 AM<br>
1/31/23 8:30 AM - 9:15 AM<br>
2/14/23 8:30 AM - 9:15 AM<br>
2/28/23 8:30 AM - 9:15 AM<br>
3/14/23 8:30 AM - 9:15 AM<br>
3/28/23 8:30 AM - 9:15 AM<br>
4/11/23 8:30 AM - 9:15 AM<br>
4/25/23 8:30 AM - 9:15 AM<br>
5/9/23 8:30 AM - 9:15 AM<br>
5/23/23 8:30 AM - 9:15 AM<br>
6/6/23 8:30 AM - 9:15 AM<br>
6/20/23 8:30 AM - 9:15 AM<br>
7/4/23 8:30 AM - 9:15 AM<br>
7/18/23 8:30 AM - 9:15 AM<br>
8/1/23 8:30 AM - 9:15 AM<br>
8/15/23 8:30 AM - 9:15 AM<br>
8/29/23 8:30 AM - 9:15 AM<br>
9/12/23 8:30 AM - 9:15 AM<br>
9/26/23 8:30 AM - 9:15 AM<br>
10/10/23 8:30 AM - 9:15 AM<br>
10/24/23 8:30 AM - 9:15 AM<br>
11/7/23 8:30 AM - 9:15 AM<br>
11/21/23 8:30 AM - 9:15 AM<br>
12/5/23 8:30 AM - 9:15 AM<br>
12/19/23 8:30 AM - 9:15 AM<br>",,,,,0,
9200,Squire Village,publish,squire-village,"Every other Tuesday. Use Imperial Drive Access; then left onto Queen Court.
Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,48 Spencer St,,Manchester,CT,6040,USA,US,41.766343,-72.562625,"10/11/22 9:00 AM - 9:30 AM<br>
10/25/22 9:00 AM - 9:30 AM<br>
11/8/22 9:00 AM - 9:30 AM<br>
11/22/22 9:00 AM - 9:30 AM<br>
12/6/22 9:00 AM - 9:30 AM<br>
12/20/22 9:00 AM - 9:30 AM<br>
1/3/23 9:00 AM - 9:30 AM<br>
1/17/23 9:00 AM - 9:30 AM<br>
1/31/23 9:00 AM - 9:30 AM<br>
2/14/23 9:00 AM - 9:30 AM<br>
2/28/23 9:00 AM - 9:30 AM<br>
3/14/23 9:00 AM - 9:30 AM<br>
3/28/23 9:00 AM - 9:30 AM<br>
4/11/23 9:00 AM - 9:30 AM<br>
4/25/23 9:00 AM - 9:30 AM<br>
5/9/23 9:00 AM - 9:30 AM<br>
5/23/23 9:00 AM - 9:30 AM<br>
6/6/23 9:00 AM - 9:30 AM<br>
6/20/23 9:00 AM - 9:30 AM<br>
7/4/23 9:00 AM - 9:30 AM<br>
7/18/23 9:00 AM - 9:30 AM<br>
8/1/23 9:00 AM - 9:30 AM<br>
8/15/23 9:00 AM - 9:30 AM<br>
8/29/23 9:00 AM - 9:30 AM<br>
9/12/23 9:00 AM - 9:30 AM<br>
9/26/23 9:00 AM - 9:30 AM<br>
10/10/23 9:00 AM - 9:30 AM<br>
10/24/23 9:00 AM - 9:30 AM<br>
11/7/23 9:00 AM - 9:30 AM<br>
11/21/23 9:00 AM - 9:30 AM<br>
12/5/23 9:00 AM - 9:30 AM<br>
12/19/23 9:00 AM - 9:30 AM<br>",,,,,0,
9201,SS Hockanum Park,publish,ss-hockanum-park,"<table>
<colgroup>
<col> </colgroup>
<tbody>
<tr>
<td>Every other Monday.</td>
</tr>
</tbody>
</table>
Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,75 Hamilton Rd,,East Hartford,CT,6118,USA,US,41.741435,-72.63017,"10/3/22 9:00 AM - 9:30 AM<br>
10/17/22 9:00 AM - 9:30 AM<br>
10/31/22 9:00 AM - 9:30 AM<br>
11/14/22 9:00 AM - 9:30 AM<br>
11/28/22 9:00 AM - 9:30 AM<br>
12/12/22 9:00 AM - 9:30 AM<br>
1/9/23 9:00 AM - 9:30 AM<br>
1/23/23 9:00 AM - 9:30 AM<br>
2/6/23 9:00 AM - 9:30 AM<br>
2/20/23 9:00 AM - 9:30 AM<br>
3/6/23 9:00 AM - 9:30 AM<br>
3/20/23 9:00 AM - 9:30 AM<br>
4/3/23 9:00 AM - 9:30 AM<br>
4/17/23 9:00 AM - 9:30 AM<br>
5/1/23 9:00 AM - 9:30 AM<br>
5/15/23 9:00 AM - 9:30 AM<br>
5/29/23 9:00 AM - 9:30 AM<br>
6/12/23 9:00 AM - 9:30 AM<br>
6/26/23 9:00 AM - 9:30 AM<br>
7/10/23 9:00 AM - 9:30 AM<br>
7/24/23 9:00 AM - 9:30 AM<br>
8/7/23 9:00 AM - 9:30 AM<br>
8/21/23 9:00 AM - 9:30 AM<br>
9/4/23 9:00 AM - 9:30 AM<br>
9/18/23 9:00 AM - 9:30 AM<br>
10/2/23 9:00 AM - 9:30 AM<br>
10/16/23 9:00 AM - 9:30 AM<br>
10/30/23 9:00 AM - 9:30 AM<br>
11/13/23 9:00 AM - 9:30 AM<br>
11/27/23 9:00 AM - 9:30 AM<br>
12/11/23 9:00 AM - 9:30 AM<br>
12/25/23 9:00 AM - 9:30 AM<br>",,,,,0,
9202,SS Market Square,publish,ss-market-square,"Every other Thursday. Off Constance Leigh Dr. Ext.

Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,84 Market Square,,Newington,CT,6111,USA,US,41.696615,-72.721348,"10/6/22 8:45 AM - 9:15 AM<br>
10/20/22 8:45 AM - 9:15 AM<br>
11/3/22 8:45 AM - 9:15 AM<br>
11/17/22 8:45 AM - 9:15 AM<br>
12/1/22 8:45 AM - 9:15 AM<br>
12/15/22 8:45 AM - 9:15 AM<br>
12/29/22 8:45 AM - 9:15 AM<br>
1/12/23 8:45 AM - 9:15 AM<br>
1/26/23 8:45 AM - 9:15 AM<br>
2/23/23 8:45 AM - 9:15 AM<br>
3/9/23 8:45 AM - 9:15 AM<br>
3/23/23 8:45 AM - 9:15 AM<br>
4/6/23 8:45 AM - 9:15 AM<br>
4/20/23 8:45 AM - 9:15 AM<br>
5/4/23 8:45 AM - 9:15 AM<br>
5/18/23 8:45 AM - 9:15 AM<br>
6/1/23 8:45 AM - 9:15 AM<br>
6/15/23 8:45 AM - 9:15 AM<br>
6/29/23 8:45 AM - 9:15 AM<br>
7/13/23 8:45 AM - 9:15 AM<br>
7/27/23 8:45 AM - 9:15 AM<br>
8/10/23 8:45 AM - 9:15 AM<br>
8/24/23 8:45 AM - 9:15 AM<br>
9/7/23 8:45 AM - 9:15 AM<br>
9/21/23 8:45 AM - 9:15 AM<br>
10/5/23 8:45 AM - 9:15 AM<br>
10/19/23 8:45 AM - 9:15 AM<br>
11/2/23 8:45 AM - 9:15 AM<br>
11/16/23 8:45 AM - 9:15 AM<br>
11/30/23 8:45 AM - 9:15 AM<br>
12/14/23 8:45 AM - 9:15 AM<br>
12/28/23 8:45 AM - 9:15 AM<br>",,,,,0,
9203,SS The Farmington Valley American Muslim Center,publish,ss-the-farmington-valley-american-muslim-center,"Every other Tuesday. Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,35 Harris Rd,,Avon,CT,6001,USA,US,41.766534,-72.859625,"10/11/22 10:00 AM - 10:30 AM<br>
10/25/22 10:00 AM - 10:30 AM<br>
11/8/22 10:00 AM - 10:30 AM<br>
11/22/22 10:00 AM - 10:30 AM<br>
12/6/22 10:00 AM - 10:30 AM<br>
12/20/22 10:00 AM - 10:30 AM<br>
1/3/23 10:00 AM - 10:30 AM<br>
1/17/23 10:00 AM - 10:30 AM<br>
1/31/23 10:00 AM - 10:30 AM<br>
2/14/23 10:00 AM - 10:30 AM<br>
2/28/23 10:00 AM - 10:30 AM<br>
3/14/23 10:00 AM - 10:30 AM<br>
3/28/23 10:00 AM - 10:30 AM<br>
4/11/23 10:00 AM - 10:30 AM<br>
4/25/23 10:00 AM - 10:30 AM<br>
5/9/23 10:00 AM - 10:30 AM<br>
5/23/23 10:00 AM - 10:30 AM<br>
6/6/23 10:00 AM - 10:30 AM<br>
6/20/23 10:00 AM - 10:30 AM<br>
7/4/23 10:00 AM - 10:30 AM<br>
7/18/23 10:00 AM - 10:30 AM<br>
8/1/23 10:00 AM - 10:30 AM<br>
8/15/23 10:00 AM - 10:30 AM<br>
8/29/23 10:00 AM - 10:30 AM<br>
9/12/23 10:00 AM - 10:30 AM<br>
9/26/23 10:00 AM - 10:30 AM<br>
10/10/23 10:00 AM - 10:30 AM<br>
10/24/23 10:00 AM - 10:30 AM<br>
11/7/23 10:00 AM - 10:30 AM<br>
11/21/23 10:00 AM - 10:30 AM<br>
12/5/23 10:00 AM - 10:30 AM<br>
12/19/23 10:00 AM - 10:30 AM<br>",,,,,0,
9204,SS Veterans Terrace,publish,ss-veterans-terrace,"<table>
<colgroup>
<col> </colgroup>
<tbody>
<tr>
<td>Every  other Monday.</td>
</tr>
</tbody>
</table>
<b><i>TEMPORARY NEW LOCATION AT 57 COLUMBUS CIRCLE. Distribution is in REAR parking lot behind 57 Columbus Circle (drive around the circle to see parking lot entrance behind building #57). Staff will be onsite to re-direct people to the new temporary location for the next few months.</i></b>

Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,57 Columbus Cir,,East Hartford,CT,6108,USA,US,41.785024,-72.624098,"10/24/22 1:30 PM - 2:00 PM<br>
11/7/22 1:30 PM - 2:00 PM<br>
11/21/22 1:30 PM - 2:00 PM<br>
12/5/22 1:30 PM - 2:00 PM<br>
12/19/22 1:30 PM - 2:00 PM<br>
1/16/23 1:30 PM - 2:00 PM<br>
1/30/23 1:30 PM - 2:00 PM<br>
2/13/23 1:30 PM - 2:00 PM<br>
2/27/23 1:30 PM - 2:00 PM<br>
3/13/23 1:30 PM - 2:00 PM<br>
3/27/23 1:30 PM - 2:00 PM<br>
4/10/23 1:30 PM - 2:00 PM<br>
4/24/23 1:30 PM - 2:00 PM<br>
5/8/23 1:30 PM - 2:00 PM<br>
5/22/23 1:30 PM - 2:00 PM<br>
6/5/23 1:30 PM - 2:00 PM<br>
6/19/23 1:30 PM - 2:00 PM<br>
7/3/23 1:30 PM - 2:00 PM<br>
7/17/23 1:30 PM - 2:00 PM<br>
7/31/23 1:30 PM - 2:00 PM<br>
8/14/23 1:30 PM - 2:00 PM<br>
8/28/23 1:30 PM - 2:00 PM<br>
9/11/23 1:30 PM - 2:00 PM<br>
9/25/23 1:30 PM - 2:00 PM<br>
10/9/23 1:30 PM - 2:00 PM<br>
10/23/23 1:30 PM - 2:00 PM<br>
11/6/23 1:30 PM - 2:00 PM<br>
11/20/23 1:30 PM - 2:00 PM<br>
12/4/23 1:30 PM - 2:00 PM<br>
12/18/23 1:30 PM - 2:00 PM<br>",,,,,0,
9205,PT Barnum,publish,pt-barnum,"Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,467 Bird St,,Bridgeport,CT,6605,USA,US,41.16286,-73.21491,"10/24/22 1:00 PM - 1:30 PM<br>
11/7/22 1:00 PM - 1:30 PM<br>
11/21/22 1:00 PM - 1:30 PM<br>
12/5/22 1:00 PM - 1:30 PM<br>
12/19/22 1:00 PM - 1:30 PM<br>
1/2/23 1:00 PM - 1:30 PM<br>
1/16/23 1:00 PM - 1:30 PM<br>
1/30/23 1:00 PM - 1:30 PM<br>
2/13/23 1:00 PM - 1:30 PM<br>
2/27/23 1:00 PM - 1:30 PM<br>
3/13/23 1:00 PM - 1:30 PM<br>
3/27/23 1:00 PM - 1:30 PM<br>
4/10/23 1:00 PM - 1:30 PM<br>
4/24/23 1:00 PM - 1:30 PM<br>
5/8/23 1:00 PM - 1:30 PM<br>
5/22/23 1:00 PM - 1:30 PM<br>
6/5/23 1:00 PM - 1:30 PM<br>
6/19/23 1:00 PM - 1:30 PM<br>
7/3/23 1:00 PM - 1:30 PM<br>
7/17/23 1:00 PM - 1:30 PM<br>
7/31/23 1:00 PM - 1:30 PM<br>
8/14/23 1:00 PM - 1:30 PM<br>
8/28/23 1:00 PM - 1:30 PM<br>
9/11/23 1:00 PM - 1:30 PM<br>
9/25/23 1:00 PM - 1:30 PM<br>
10/9/23 1:00 PM - 1:30 PM<br>
10/23/23 1:00 PM - 1:30 PM<br>
11/6/23 1:00 PM - 1:30 PM<br>
11/20/23 1:00 PM - 1:30 PM<br>
12/4/23 1:00 PM - 1:30 PM<br>
12/18/23 1:00 PM - 1:30 PM<br>",,,,,0,
9206,Real Art Ways,publish,real-art-ways,"Every other Monday. Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.&nbsp;

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,56 Arbor St,,Hartford,CT,6106,USA,US,41.759345,-72.703173,"10/3/22 9:45 AM - 10:15 AM<br>
10/17/22 9:45 AM - 10:15 AM<br>
10/31/22 9:45 AM - 10:15 AM<br>
11/14/22 9:45 AM - 10:15 AM<br>
11/28/22 9:45 AM - 10:15 AM<br>
12/12/22 9:45 AM - 10:15 AM<br>
1/9/23 9:45 AM - 10:15 AM<br>
1/23/23 9:45 AM - 10:15 AM<br>
2/6/23 9:45 AM - 10:15 AM<br>
2/20/23 9:45 AM - 10:15 AM<br>
3/6/23 9:45 AM - 10:15 AM<br>
3/20/23 9:45 AM - 10:15 AM<br>
4/3/23 9:45 AM - 10:15 AM<br>
4/17/23 9:45 AM - 10:15 AM<br>
5/1/23 9:45 AM - 10:15 AM<br>
5/15/23 9:45 AM - 10:15 AM<br>
5/29/23 9:45 AM - 10:15 AM<br>
6/12/23 9:45 AM - 10:15 AM<br>
6/26/23 9:45 AM - 10:15 AM<br>
7/10/23 9:45 AM - 10:15 AM<br>
7/24/23 9:45 AM - 10:15 AM<br>
8/7/23 9:45 AM - 10:15 AM<br>
8/21/23 9:45 AM - 10:15 AM<br>
9/4/23 9:45 AM - 10:15 AM<br>
9/18/23 9:45 AM - 10:15 AM<br>
10/2/23 9:45 AM - 10:15 AM<br>
10/16/23 9:45 AM - 10:15 AM<br>
10/30/23 9:45 AM - 10:15 AM<br>
11/13/23 9:45 AM - 10:15 AM<br>
11/27/23 9:45 AM - 10:15 AM<br>
12/11/23 9:45 AM - 10:15 AM<br>
12/25/23 9:45 AM - 10:15 AM<br>",,,,,0,
